itemType,key,label,type,key1,key2,type1,type2,properties
link,185-81,Situato,BasedIn,185,81,Location,Location,"{""Description"": {""value"": ""Sede delle operazioni finanziarie internazionali presso Via Industriale 100""}}"
link,184-9,AssociatoCon,AssociatedWith,184,9,Person,Person,"{""Description"": {""value"": ""Giulia Verdi è collegata a Salvatore Buzzi per operazioni finanziarie internazionali""}}"


link,45-19,Frequenta,Attends,45,19,Person,Location,"{""Description"": {""value"": ""Frequentazione regolare del Bar Augusto da parte del soggetto""}}"
link,3-67,Controlla,Controls,3,67,Organization,Location,"{""Description"": {""value"": ""Gestione di altra attività commerciale collegata""}}"
link,56-19,Documenta,Contains,56,19,Document,Location,"{""Description"": {""value"": ""Documentazione relativa alle attività presso il Bar Augusto""}}"
link,3-78,CollocataIn,BasedIn,3,78,Organization,Location,"{""Description"": {""value"": ""Collegamento con altra sede operativa""}}"
link,65-19,Sorveglianza,Monitors,65,19,Organization,Location,"{""Description"": {""value"": ""Attività di sorveglianza presso il Bar Augusto""}}"
link,3-82,Partnership,Associates,3,82,Organization,Organization,"{""Description"": {""value"": ""Collegamenti con altra attività commerciale""}}"
link,71-19,Intercettazione,Records,71,19,Document,Location,"{""Description"": {""value"": ""Nuove attività di intercettazione presso il locale""}}"
link,3-88,Finanziamento,Funds,3,88,Organization,Organization,"{""Description"": {""value"": ""Flussi finanziari verso altra società collegata""}}"
link,57-3,Frequenta,Attends,57,3,Person,Organization,"{""Description"": {""value"": ""Antonio Verdi frequenta regolarmente il Bar Augusto per incontri con membri dell'organizzazione""}}"
link,61-3,Partnership,Associates,61,3,Organization,Organization,"{""Description"": {""value"": ""Collegamenti operativi tra Garage Milano e Bar Augusto per attività illecite""}}"
link,62-19,Frequenta,Attends,62,19,Person,Location,"{""Description"": {""value"": ""Roberto Ferrari visita regolarmente il Bar Augusto per coordinare attività""}}"
link,68-19,Frequenta,Attends,68,19,Person,Location,"{""Description"": {""value"": ""Luigi Conti incontra altri membri dell'organizzazione al Bar Augusto""}}"
link,71-3,Documenta,Documents,71,3,Document,Organization,"{""Description"": {""value"": ""Documentazione bancaria include riferimenti alle attività del Bar Augusto""}}"
link,74-3,Partnership,Associates,74,3,Person,Organization,"{""Description"": {""value"": ""Carlo Moretti mantiene collegamenti operativi con il Bar Augusto""}}"
link,79-3,Trasporta,Transports,79,3,Organization,Organization,"{""Description"": {""value"": ""Trasporti Veloci effettua consegne sospette al Bar Augusto""}}"
link,80-19,Frequenta,Attends,80,19,Person,Location,"{""Description"": {""value"": ""Paolo Ricci frequenta il Bar Augusto per coordinare le consegne""}}"
link,83-19,Utilizzato,UsedAt,83,19,Vehicle,Location,"{""Description"": {""value"": ""Il Mercedes Actros effettua consegne notturne al Bar Augusto""}}"
link,87-3,Partnership,Associates,87,3,Person,Organization,"{""Description"": {""value"": ""Sofia Romano mantiene collegamenti finanziari con il Bar Augusto""}}"
link,3-86,Riciclaggio,MoneyLaundering,3,86,Organization,Organization,"{""Description"": {""value"": ""Operazioni di riciclaggio tra Bar Augusto e Quick Money Exchange""}}"
link,72-3,Documenta,Documents,72,3,Document,Organization,"{""Description"": {""value"": ""Nota immobili include riferimenti al Bar Augusto come punto di incontro""}}"
link,78-3,DocumentazioneTrasporti,Documents,78,3,Document,Organization,"{""Description"": {""value"": ""Note sui trasporti documentano consegne sospette al Bar Augusto""}}"
link,19-87,IncontriOperativi,Attends,87,19,Person,Location,"{""Description"": {""value"": ""Sofia Romano incontra altri membri dell'organizzazione al Bar Augusto""}}"
link,19-80,Frequentazione,Attends,80,19,Person,Location,"{""Description"": {""value"": ""Paolo Ricci coordina le consegne presso il Bar Augusto""}}"
link,19-74,IncontriRegolari,Attends,74,19,Person,Location,"{""Description"": {""value"": ""Carlo Moretti utilizza il Bar Augusto per incontri con altri membri dell'organizzazione""}}"
link,3-73,CollegamentoImmobiliare,Associates,3,73,Organization,Organization,"{""Description"": {""value"": ""Collegamenti tra Bar Augusto e Immobiliare Luna per operazioni di riciclaggio""}}"
link,2-106,Documenta Logistica,Contains,2,106,Dossier,Document,"{""Description"": {""value"": ""Nota sulle attività logistiche sospette inclusa nel fascicolo principale""}}"
link,106-107,Coinvolge Logistica,Involves,106,107,Document,Organization,"{""Description"": {""value"": ""La nota documenta le attività della Logistica Rapida""}}"
link,106-108,Coinvolge Proprietario,Involves,106,108,Document,Person,"{""Description"": {""value"": ""La nota documenta il coinvolgimento del proprietario dell'azienda""}}"
link,107-109,Situato,BasedIn,107,109,Organization,Location,"{""Description"": {""value"": ""Sede operativa della Logistica Rapida""}}"
link,108-107,Gestisce,Controls,108,107,Person,Organization,"{""Description"": {""value"": ""Giuseppe Verdi gestisce la Logistica Rapida""}}"
link,107-110,Contatto Azienda,Contact,107,110,Organization,Phone,"{""Description"": {""value"": ""Numero telefonico della Logistica Rapida""}}"
link,108-111,Utilizza,Uses,108,111,Person,Vehicle,"{""Description"": {""value"": ""Giuseppe Verdi utilizza il camion per trasporti sospetti""}}"
link,106-112,Contiene,Contains,106,112,Document,Document,"{""Description"": {""value"": ""La nota include documentazione dettagliata sulle attività logistiche""}}"
link,108-74,AssociatoCon,AssociatedWith,108,74,Person,Person,"{""Description"": {""value"": ""Giuseppe Verdi è collegato a Carlo Moretti per operazioni illecite""}}"
link,108-68,AssociatoCon,AssociatedWith,108,68,Person,Person,"{""value"": {""Description"": ""Giuseppe Verdi è collegato a Luigi Conti per movimentazione denaro""}}"
link,46-107,Frequenta,Attends,46,107,Person,Organization,"{""Description"": {""value"": ""Marco Rossi frequenta la sede della Logistica Rapida""}}"
link,51-107,Frequenta,Attends,51,107,Person,Organization,"{""value"": {""Description"": ""Giovanni Esposito frequenta la sede della Logistica Rapida""}}"
link,2-113,Documenta Trasporti Internazionali,Contains,2,113,Dossier,Document,"{""Description"": {""value"": ""Nota sui trasporti internazionali inclusa nel fascicolo principale""}}"
link,113-107,Coinvolge Logistica,Involves,113,107,Document,Organization,"{""Description"": {""value"": ""La nota documenta le attività della Logistica Rapida nei trasporti internazionali""}}"
link,113-108,Coinvolge Proprietario,Involves,113,108,Document,Person,"{""Description"": {""value"": ""La nota documenta il coinvolgimento del proprietario dell'azienda nei trasporti internazionali""}}"
link,107-114,Situato,BasedIn,107,114,Organization,Location,"{""Description"": {""value"": ""La Logistica Rapida utilizza il Porto di Genova per movimentare merci""}}"
link,108-115,Utilizza,Uses,108,115,Person,Vehicle,"{""Description"": {""value"": ""Giuseppe Verdi utilizza il container XYZ123 per trasporti internazionali""}}"
link,113-116,Contiene,Contains,113,116,Document,Document,"{""Description"": {""value"": ""La nota include documentazione dettagliata sui trasporti internazionali""}}"
link,108-87,AssociatoCon,AssociatedWith,108,87,Person,Person,"{""Description"": {""value"": ""Giuseppe Verdi è collegato a Sofia Romano per operazioni di riciclaggio internazionali""}}"
link,108-94,AssociatoCon,AssociatedWith,108,94,Person,Person,"{""Description"": {""value"": ""Giuseppe Verdi è collegato a Elena Costa per coordinare trasporti internazionali""}}"
link,46-114,Frequenta,Attends,46,114,Person,Location,"{""Description"": {""value"": ""Marco Rossi frequenta il Porto di Genova per coordinare le operazioni""}}"
link,51-114,Frequenta,Attends,51,114,Person,Location,"{""Description"": {""value"": ""Giovanni Esposito frequenta il Porto di Genova per coordinare le operazioni""}}"
link,2-117,Documenta Night Club,Contains,2,117,Dossier,Document,"{""Description"": {""value"": ""Nota sulle attività del Night Club Paradise inclusa nel fascicolo principale""}}"
link,117-118,Coinvolge Night Club,Involves,117,118,Document,Organization,"{""Description"": {""value"": ""La nota documenta le attività presso il Night Club Paradise""}}"
link,117-119,Coinvolge Gestore,Involves,117,119,Document,Person,"{""Description"": {""value"": ""La nota documenta il coinvolgimento del gestore del night club""}}"
link,118-120,Situato,BasedIn,118,120,Organization,Location,"{""Description"": {""value"": ""Indirizzo del Night Club Paradise""}}"
link,119-118,Gestisce,Controls,119,118,Person,Organization,"{""Description"": {""value"": ""Alessandro Mari gestisce il Night Club Paradise""}}"
link,118-121,Contatto Club,Contact,118,121,Organization,Phone,"{""Description"": {""value"": ""Numero telefonico del Night Club Paradise""}}"
link,119-122,Utilizza,Uses,119,122,Person,Vehicle,"{""Description"": {""value"": ""Alessandro Mari utilizza la Range Rover per trasporto clienti""}}"
link,117-123,Contiene,Contains,117,123,Document,Document,"{""Description"": {""value"": ""La nota include il registro dei clienti VIP""}}"
link,119-87,AssociatoCon,AssociatedWith,119,87,Person,Person,"{""Description"": {""value"": ""Alessandro Mari è collegato a Sofia Romano per operazioni di riciclaggio""}}"
link,119-101,AssociatoCon,AssociatedWith,119,101,Person,Person,"{""Description"": {""value"": ""Alessandro Mari è collegato a Marco Belli per gestione clienti VIP""}}"
link,118-100,Partnership,Associates,118,100,Organization,Organization,"{""Description"": {""value"": ""Collaborazione tra Night Club Paradise e Hotel Royal""}}"
link,46-118,Frequenta,Attends,46,118,Person,Organization,"{""Description"": {""value"": ""Marco Rossi frequenta il Night Club Paradise""}}"
link,51-118,Frequenta,Attends,51,118,Person,Organization,"{""Description"": {""value"": ""Giovanni Esposito frequenta il Night Club Paradise""}}"
link,2-124,Documenta Crypto,Contains,2,124,Dossier,Document,"{""Description"": {""value"": ""Nota sulle operazioni di cryptocurrency inclusa nel fascicolo principale""}}"
link,124-125,Coinvolge Exchange,Involves,124,125,Document,Organization,"{""Description"": {""value"": ""La nota documenta le attività presso il BitFast Exchange""}}"
link,124-126,Coinvolge Gestore,Involves,124,126,Document,Person,"{""Description"": {""value"": ""La nota documenta il coinvolgimento del proprietario dell'exchange""}}"
link,125-127,Situato,BasedIn,125,127,Organization,Location,"{""Description"": {""value"": ""Indirizzo del BitFast Exchange""}}"
link,126-125,Gestisce,Controls,126,125,Person,Organization,"{""Description"": {""value"": ""Davide Russo gestisce il BitFast Exchange""}}"
link,125-128,Contatto Exchange,Contact,125,128,Organization,Phone,"{""Description"": {""value"": ""Numero telefonico del BitFast Exchange""}}"
link,126-129,Utilizza,Uses,126,129,Person,Vehicle,"{""Description"": {""value"": ""Davide Russo utilizza l'Audi RS6""}}"
link,124-130,Contiene,Contains,124,130,Document,Document,"{""Description"": {""value"": ""La nota include il registro delle transazioni crypto""}}"
link,126-87,AssociatoCon,AssociatedWith,126,87,Person,Person,"{""Description"": {""value"": ""Davide Russo è collegato a Sofia Romano per operazioni di riciclaggio internazionale""}}"
link,126-68,AssociatoCon,AssociatedWith,126,68,Person,Person,"{""Description"": {""value"": ""Davide Russo è collegato a Luigi Conti per movimentazione denaro""}}"
link,125-86,Partnership,Associates,125,86,Organization,Organization,"{""Description"": {""value"": ""Collaborazione tra BitFast Exchange e Quick Money Exchange""}}"
link,46-125,Frequenta,Attends,46,125,Person,Organization,"{""Description"": {""value"": ""Marco Rossi frequenta il BitFast Exchange""}}"
link,51-125,Frequenta,Attends,51,125,Person,Organization,"{""Description"": {""value"": ""Giovanni Esposito frequenta il BitFast Exchange""}}"
link,148-9,AssociatoCon,AssociatedWith,148,9,Document,Person,"{""Description"": {""value"": ""La nota sulle operazioni internazionali è collegata a Salvatore Buzzi""}}"
link,149-10,Gestisce,Manages,149,10,Person,Organization,"{""Description"": {""value"": ""Alberto Conti gestisce la Cooperativa 29 Giugno""}}"
link,150-6,Situato,BasedIn,150,6,Location,Location,"{""Description"": {""value"": ""La sede delle operazioni internazionali è presso Immobiliare Roma Sud""}}"
link,151-7,Contatto,Contact,151,7,Phone,Phone,"{""Description"": {""value"": ""Numero di telefono di Alberto Conti per contatti con Carminati""}}"
link,152-133,Utilizza,Uses,152,133,Vehicle,Person,"{""Description"": {""value"": ""La Range Rover Evoque è utilizzata da Fabio Leone""}}"
link,148-8,CoinvoltoIn,InvolvedIn,148,8,Document,Document,"{""Description"": {""value"": ""La nota sulle operazioni internazionali coinvolge la documentazione di riciclaggio""}}"
link,149-11,Partecipato,ParticipatedIn,149,11,Person,Event,"{""Description"": {""value"": ""Alberto Conti ha partecipato all'assegnazione di appalti sospetti""}}"
link,150-19,Frequenta,Attends,150,19,Location,Location,"{""Description"": {""value"": ""La sede delle operazioni internazionali è frequentata da esponenti di Mafia Capitale""}}"
link,151-12,Contatto,Contact,151,12,Phone,Phone,"{""Description"": {""value"": ""Numero di telefono di Alberto Conti per contatti con Buzzi""}}"
link,152-137,Utilizza,Uses,152,137,Vehicle,Vehicle,"{""Description"": {""value"": ""La Range Rover Evoque è utilizzata insieme all'Audi A6""}}"
link,2-158,Documenta Operazioni Crypto,Contains,2,158,Dossier,Document,"{""Description"": {""value"": ""Nota sulle operazioni crypto sospette""}}"
link,158-159,Coinvolge,Involves,158,159,Document,Person,"{""Description"": {""value"": ""La nota documenta il coinvolgimento di Paolo Verdi""}}"
link,158-160,Coinvolge,Involves,158,160,Document,Location,"{""Description"": {""value"": ""La nota documenta le attività presso Via Tecnologia 100""}}"
link,159-160,Frequenta,Attends,159,160,Person,Location,"{""Description"": {""value"": ""Paolo Verdi frequenta Via Tecnologia 100 per le operazioni crypto""}}"
link,159-161,Contatto,Contact,159,161,Person,Phone,"{""Description"": {""value"": ""Numero di telefono di Paolo Verdi""}}"
link,159-162,Utilizza,Uses,159,162,Person,Vehicle,"{""Description"": {""value"": ""Paolo Verdi utilizza la Mercedes Classe E""}}"
link,161-162,Contatto,Contact,161,162,Phone,Vehicle,"{""Description"": {""value"": ""Telefono utilizzato per contatti relativi alla Mercedes Classe E""}}"
link,2-163,Documenta Operazioni Night Club,Contains,2,163,Dossier,Document,"{""Description"": {""value"": ""Nota sulle operazioni del night club""}}"
link,163-164,Coinvolge,Involves,163,164,Document,Person,"{""Description"": {""value"": ""La nota documenta il coinvolgimento di Francesco Bianchi""}}"
link,163-165,Coinvolge,Involves,163,165,Document,Location,"{""Description"": {""value"": ""La nota documenta le attività presso Via dei Giochi 100""}}"
link,164-165,Frequenta,Attends,164,165,Person,Location,"{""Description"": {""value"": ""Francesco Bianchi frequenta Via dei Giochi 100 per le operazioni del night club""}}"
link,164-166,Contatto,Contact,164,166,Person,Phone,"{""Description"": {""value"": ""Numero di telefono di Francesco Bianchi""}}"
link,164-167,Utilizza,Uses,164,167,Person,Vehicle,"{""Description"": {""value"": ""Francesco Bianchi utilizza la Range Rover Velar""}}"
link,166-167,Contatto,Contact,166,167,Phone,Vehicle,"{""value"": ""Telefono utilizzato per contatti relativi alla Range Rover Velar""}}"
link,2-168,Documenta Operazioni Crypto Exchange,Contains,2,168,Dossier,Document,"{""Description"": {""value"": ""Nota sulle operazioni crypto exchange""}}"
link,168-169,Coinvolge,Involves,168,169,Document,Person,"{""Description"": {""value"": ""La nota documenta il coinvolgimento di Andrea Conti""}}"
link,168-170,Coinvolge,Involves,168,170,Document,Location,"{""Description"": {""value"": ""La nota documenta le attività presso Via Firenze 100""}}"
link,169-170,Frequenta,Attends,169,170,Person,Location,"{""value"": ""Andrea Conti frequenta Via Firenze 100 per le operazioni crypto exchange""}}"
link,169-171,Contatto,Contact,169,171,Person,Phone,"{""value"": ""Numero di telefono di Andrea Conti""}}"
link,169-172,Utilizza,Uses,169,172,Person,Vehicle,"{""value"": ""Andrea Conti utilizza la Range Rover Vogue""}}"
link,171-172,Contatto,Contact,171,172,Phone,Vehicle,"{""value"": ""Telefono utilizzato per contatti relativi alla Range Rover Vogue""}}"
link,2-173,Documenta Operazioni Sala Giochi,Contains,2,173,Dossier,Document,"{""value"": ""Nota sulle operazioni della sala giochi""}}"
link,173-174,Coinvolge,Involves,173,174,Document,Person,"{""value"": ""La nota documenta il coinvolgimento di Roberto Bianchi""}}"
link,173-175,Coinvolge,Involves,173,175,Document,Location,"{""value"": ""La nota documenta le attività presso Via dei Giochi 150""}}"
link,174-175,Frequenta,Attends,174,175,Person,Location,"{""value"": ""Roberto Bianchi frequenta Via dei Giochi 150 per le operazioni della sala giochi""}}"
link,174-176,Contatto,Contact,174,176,Person,Phone,"{""value"": ""Numero di telefono di Roberto Bianchi""}}"
link,174-177,Utilizza,Uses,174,177,Person,Vehicle,"{""value"": ""Roberto Bianchi utilizza la Range Rover Discovery""}}"
link,176-177,Contatto,Contact,176,177,Phone,Vehicle,"{""value"": ""Telefono utilizzato per contatti relativi alla Range Rover Discovery""}}"
link,2-178,Documenta Operazioni Hotel,Contains,2,178,Dossier,Document,"{""value"": ""Nota sulle operazioni dell'hotel""}}"
link,178-179,Coinvolge,Involves,178,179,Document,Person,"{""value"": ""La nota documenta il coinvolgimento di Paolo Rossiis""}}"
link,178-180,Coinvolge,Involves,178,180,Document,Location,"{""value"": ""La nota documenta le attività presso Via Nazionale 400""}}"
link,179-180,Frequenta,Attends,179,180,Person,Location,"{""value"": ""Paolo Rossiis frequenta Via Nazionale 400 per le operazioni dell'hotel""}}"
link,179-181,Contatto,Contact,179,181,Person,Phone,"{""value"": ""Numero di telefono di Paolo Rossiis""}}"
link,179-182,Utilizza,Uses,179,182,Person,Vehicle,"{""value"": ""Paolo Rossiis utilizza la Range Rover Evoque""}}"
link,181-182,Contatto,Contact,181,182,Phone,Vehicle,"{""value"": ""Telefono utilizzato per contatti relativi alla Range Rover Evoque""}}"
link,86-67,Partnership,Associates,86,67,Organization,Organization,"{""Description"": {""value"": ""Collaborazione tra Quick Money Exchange e Banco Milano per operazioni di riciclaggio""}}"
link,79-107,Partnership,Associates,79,107,Organization,Organization,"{""Description"": {""value"": ""Collaborazione tra Trasporti Veloci e Logistica Rapida per movimentazione merci""}}"
link,93-86,Partnership,Associates,93,86,Organization,Organization,"{""Description"": {""value"": ""Collaborazione tra Global Travel Agency e Quick Money Exchange per movimenti internazionali""}}"
link,80-108,AssociatoCon,AssociatedWith,80,108,Person,Person,"{""Description"": {""value"": ""Paolo Ricci collabora con Giuseppe Verdi per coordinare trasporti""}}"
link,94-101,AssociatoCon,AssociatedWith,94,101,Person,Person,"{""Description"": {""value"": ""Elena Costa collabora con Marco Belli per gestione clienti esteri""}}"
link,87-126,AssociatoCon,AssociatedWith,87,126,Person,Person,"{""Description"": {""value"": ""Sofia Romano collabora con Davide Russo per riciclaggio crypto""}}"
link,114-81,Situato,BasedIn,114,81,Location,Location,"{""Description"": {""value"": ""Porto di Genova collegato al magazzino di Via Industriale per movimentazione merci""}}"
link,102-88,Situato,BasedIn,102,88,Location,Location,"{""Description"": {""value"": ""Hotel Royal vicino al Quick Money Exchange per facilitare operazioni""}}"
link,127-95,Situato,BasedIn,127,95,Location,Location,"{""Description"": {""value"": ""BitFast Exchange vicino alla Global Travel Agency per operazioni coordinate""}}"
link,83-111,Utilizza,Uses,80,111,Person,Vehicle,"{""Description"": {""value"": ""Paolo Ricci utilizza anche il camion Scania R450 per trasporti speciali""}}"
link,115-83,Utilizza,Uses,108,83,Person,Vehicle,"{""Description"": {""value"": ""Giuseppe Verdi utilizza il Mercedes Actros per alcuni trasporti""}}"
link,89-96,Contatto,Contact,89,96,Phone,Phone,"{""Description"": {""value"": ""Comunicazioni frequenti tra Quick Money Exchange e Global Travel Agency""}}"
link,82-110,Contatto,Contact,82,110,Phone,Phone,"{""Description"": {""value"": ""Comunicazioni frequenti tra Trasporti Veloci e Logistica Rapida""}}"
link,128-103,Contatto,Contact,128,103,Phone,Phone,"{""Description"": {""value"": ""Comunicazioni tra BitFast Exchange e Hotel Royal""}}"
link,80-87,AssociatoCon,AssociatedWith,80,87,Person,Person,"{""Description"": {""value"": ""Paolo Ricci collabora con Sofia Romano per movimentazione denaro""}}"
link,108-94,AssociatoCon,AssociatedWith,108,94,Person,Person,"{""Description"": {""value"": ""Giuseppe Verdi collabora con Elena Costa per trasporti internazionali""}}"
link,126-101,AssociatoCon,AssociatedWith,126,101,Person,Person,"{""Description"": {""value"": ""Davide Russo collabora con Marco Belli per riciclaggio tramite hotel""}}"
link,1-20,AssociatoCon,AssociatedWith,1,20,Person,Person,"{""Description"": {""value"": ""Michele Senese è collegato a Giorgio Bianchi per operazioni illecite""}}"
link,1-9,AssociatoCon,AssociatedWith,1,9,Person,Person,"{""Description"": {""value"": ""Michele Senese è collegato a Salvatore Buzzi per operazioni di riciclaggio""}}"
link,1-5,AssociatoCon,AssociatedWith,1,5,Person,Person,"{""Description"": {""value"": ""Michele Senese è collegato a Massimo Carminati per traffico di droga""}}"
link,1-13,AssociatoCon,AssociatedWith,1,13,Person,Person,"{""Description"": {""value"": ""Michele Senese è collegato a Luca Gramazio per supporto politico""}}"
link,1-14,AssociatoCon,AssociatedWith,1,14,Person,Person,"{""Description"": {""value"": ""Michele Senese è collegato a Franco Testa per operazioni immobiliari""}}"
link,1-46,AssociatoCon,AssociatedWith,1,46,Person,Person,"{""Description"": {""value"": ""Michele Senese è collegato a Marco Rossi per operazioni di riciclaggio""}}"
link,1-51,AssociatoCon,AssociatedWith,1,51,Person,Person,"{""Description"": {""value"": ""Michele Senese è collegato a Giovanni Esposito per traffico di droga""}}"
link,1-108,AssociatoCon,AssociatedWith,1,108,Person,Person,"{""Description"": {""value"": ""Michele Senese è collegato a Giuseppe Verdi per operazioni logistiche""}}"
link,1-119,AssociatoCon,AssociatedWith,1,119,Person,Person,"{""Description"": {""value"": ""Michele Senese è collegato a Alessandro Mari per operazioni di riciclaggio""}}"
link,20-9,AssociatoCon,AssociatedWith,20,9,Person,Person,"{""Description"": {""value"": ""Giorgio Bianchi è collegato a Salvatore Buzzi per operazioni di riciclaggio""}}"
link,20-5,AssociatoCon,AssociatedWith,20,5,Person,Person,"{""Description"": {""value"": ""Giorgio Bianchi è collegato a Massimo Carminati per traffico di droga""}}"
link,20-13,AssociatoCon,AssociatedWith,20,13,Person,Person,"{""Description"": {""value"": ""Giorgio Bianchi è collegato a Luca Gramazio per supporto politico""}}"
link,20-14,AssociatoCon,AssociatedWith,20,14,Person,Person,"{""Description"": {""value"": ""Giorgio Bianchi è collegato a Franco Testa per operazioni immobiliari""}}"
link,20-46,AssociatoCon,AssociatedWith,20,46,Person,Person,"{""Description"": {""value"": ""Giorgio Bianchi è collegato a Marco Rossi per operazioni di riciclaggio""}}"
link,20-51,AssociatoCon,AssociatedWith,20,51,Person,Person,"{""Description"": {""value"": ""Giorgio Bianchi è collegato a Giovanni Esposito per traffico di droga""}}"
link,20-108,AssociatoCon,AssociatedWith,20,108,Person,Person,"{""Description"": {""value"": ""Giorgio Bianchi è collegato a Giuseppe Verdi per operazioni logistiche""}}"
link,20-119,AssociatoCon,AssociatedWith,20,119,Person,Person,"{""Description"": {""value"": ""Giorgio Bianchi è collegato a Alessandro Mari per operazioni di riciclaggio""}}"
link,20-126,AssociatoCon,AssociatedWith,20,126,Person,Person,"{""Description"": {""value"": ""Giorgio Bianchi è collegato a Davide Russo per operazioni crypto""}}"
link,9-13,AssociatoCon,AssociatedWith,9,13,Person,Person,"{""Description"": {""value"": ""Salvatore Buzzi è collegato a Luca Gramazio per supporto politico""}}"
link,9-14,AssociatoCon,AssociatedWith,9,14,Person,Person,"{""Description"": {""value"": ""Salvatore Buzzi è collegato a Franco Testa per operazioni immobiliari""}}"
link,9-46,AssociatoCon,AssociatedWith,9,46,Person,Person,"{""Description"": {""value"": ""Salvatore Buzzi è collegato a Marco Rossi per operazioni di riciclaggio""}}"
link,9-51,AssociatoCon,AssociatedWith,9,51,Person,Person,"{""Description"": {""value"": ""Salvatore Buzzi è collegato a Giovanni Esposito per traffico di droga""}}"
link,9-108,AssociatoCon,AssociatedWith,9,108,Person,Person,"{""Description"": {""value"": ""Salvatore Buzzi è collegato a Giuseppe Verdi per operazioni logistiche""}}"
link,9-119,AssociatoCon,AssociatedWith,9,119,Person,Person,"{""Description"": {""value"": ""Salvatore Buzzi è collegato a Alessandro Mari per operazioni di riciclaggio""}}"
link,9-126,AssociatoCon,AssociatedWith,9,126,Person,Person,"{""Description"": {""value"": ""Salvatore Buzzi è collegato a Davide Russo per operazioni crypto""}}"
link,9-133,AssociatoCon,AssociatedWith,9,133,Person,Person,"{""Description"": {""value"": ""Salvatore Buzzi è collegato a Fabio Leone per operazioni di riciclaggio""}}"
link,9-139,AssociatoCon,AssociatedWith,9,139,Person,Person,"{""Description"": {""value"": ""Salvatore Buzzi è collegato a Giovanni Bianchi per operazioni finanziarie""}}"
link,79-107,Partnership,Associates,79,107,Organization,Organization,"{""Description"": {""value"": ""Partnership between Trasporti Veloci and Logistica Rapida for coordinated shipments""}}"
link,80-108,AssociatoCon,AssociatedWith,80,108,Person,Person,"{""Description"": {""value"": ""Paolo Ricci collaborates with Giuseppe Verdi for logistics operations""}}"
link,86-125,Partnership,Associates,86,125,Organization,Organization,"{""Description"": {""value"": ""Collaboration between Quick Money Exchange and BitFast Exchange for crypto-fiat operations""}}"
link,87-94,AssociatoCon,AssociatedWith,87,94,Person,Person,"{""Description"": {""value"": ""Sofia Romano works with Elena Costa for international money movements""}}"
link,93-100,Partnership,Associates,93,100,Organization,Organization,"{""Description"": {""value"": ""Global Travel Agency arranges accommodations through Hotel Royal""}}"
link,94-101,AssociatoCon,AssociatedWith,94,101,Person,Person,"{""Description"": {""value"": ""Elena Costa coordinates with Marco Belli for VIP client arrangements""}}"
link,100-118,Partnership,Associates,100,118,Organization,Organization,"{""Description"": {""value"": ""Hotel Royal provides services to Night Club Paradise clients""}}"
link,101-119,AssociatoCon,AssociatedWith,101,119,Person,Person,"{""Description"": {""value"": ""Marco Belli collaborates with Alessandro Mari for VIP services""}}"
link,125-132,Partnership,Associates,125,132,Organization,Organization,"{""Description"": {""value"": ""BitFast Exchange processes transactions for Sala Giochi Vegas""}}"
link,126-133,AssociatoCon,AssociatedWith,126,133,Person,Person,"{""Description"": {""value"": ""Davide Russo handles crypto transactions for Fabio Leone""}}"
link,107-79,Partnership,Associates,107,79,Organization,Organization,"{""Description"": {""value"": ""Logistica Rapida coordinates deliveries with Trasporti Veloci""}}"
link,86-67,Partnership,Associates,86,67,Organization,Organization,"{""Description"": {""value"": ""Quick Money Exchange works with Banco Milano for international transfers""}}"
link,87-68,AssociatoCon,AssociatedWith,87,68,Person,Person,"{""Description"": {""value"": ""Sofia Romano coordinates with Luigi Conti for banking operations""}}"
link,73-67,Partnership,Associates,73,67,Organization,Organization,"{""Description"": {""value"": ""Immobiliare Luna uses Banco Milano for property transactions""}}"
link,74-68,AssociatoCon,AssociatedWith,74,68,Person,Person,"{""Description"": {""value"": ""Carlo Moretti works with Luigi Conti for real estate financing""}}"
